model,variant,color,fuel_type,transmission,price,manufacture_date,sale_date,state,mileage,engine_capacity,battery_capacity,charging_time,seating_capacity,ground_clearance,boot_space
Tesla Model Y,Standard Range,Stealth Grey,Electric,Automatic,44616.66,2025-08-19,2025-10-02,Virginia,292.8,0,66.5,4.0,7,154.3,541
Tesla Roadster,Long Range,Midnight Silver Metallic,Electric,Automatic,230341.72,2024-10-03,2024-10-07,Florida,470.6,0,90.2,10.0,5,166.8,503
Tesla Roadster,Long Range,Midnight Silver Metallic,Electric,Automatic,207951.43,2025-07-02,2025-07-31,Washington,596.6,0,60.1,5.6,5,157.9,580
Tesla Roadster,Standard Range,Stealth Grey,Electric,Automatic,209404.83,2024-10-04,2024-12-07,Florida,494.9,0,63.0,3.0,5,162.4,500
Tesla Roadster,Performance,Solid Black,Electric,Automatic,224997.64,2025-01-05,2025-01-29,New Jersey,468.5,0,68.5,6.7,5,167.9,537
Tesla Cybertruck,Performance,Midnight Silver Metallic,Electric,Automatic,79132.81,2025-06-17,2025-08-06,Massachusetts,390.7,0,64.5,7.5,5,169.0,611
Tesla Model X,Plaid,Solid Black,Electric,Automatic,106114.01,2025-01-08,2025-01-22,Nevada,309.1,0,70.7,1.5,7,154.1,785
Tesla Roadster,Performance,Midnight Silver Metallic,Electric,Automatic,238657.94,2024-11-23,2024-12-29,Colorado,434.9,0,88.7,7.3,5,169.9,636
Tesla Model 3,Performance,Solid Black,Electric,Automatic,44793.19,2025-04-24,2025-07-06,Washington,271.5,0,94.1,10.1,5,164.0,430
Tesla Cybertruck,Long Range,Red Multi-Coat,Electric,Automatic,73482.82,2024-12-02,2024-12-31,Nevada,394.5,0,63.0,2.3,5,166.3,530
Tesla Model S,Standard Range,Ultra Red,Electric,Automatic,89345.8,2025-07-08,2025-07-17,Connecticut,374.4,0,77.7,11.5,5,161.2,441
Tesla Roadster,Long Range,Stealth Grey,Electric,Automatic,245073.47,2024-08-15,2024-11-08,Texas,504.4,0,78.2,10.0,5,142.3,459
Tesla Roadster,Performance,Red Multi-Coat,Electric,Automatic,248110.78,2025-05-21,2025-07-21,Arizona,464.0,0,75.3,10.4,5,144.6,591
Tesla Model X,Standard Range,Midnight Silver Metallic,Electric,Automatic,89560.0,2024-10-22,2024-12-17,Illinois,341.8,0,66.4,5.7,7,144.1,682
Tesla Cybertruck,Performance,Deep Blue Metallic,Electric,Automatic,53024.62,2025-08-31,2025-09-16,Massachusetts,495.9,0,71.0,10.0,5,166.2,637
Tesla Model 3,Standard Range,Solid Black,Electric,Automatic,49046.76,2024-10-23,2024-11-26,Oregon,276.2,0,92.3,11.1,5,151.4,650
Tesla Model S,Standard Range,Deep Blue Metallic,Electric,Automatic,78041.28,2024-12-01,2025-02-23,New Jersey,382.7,0,66.2,10.3,5,169.2,472
Tesla Model X,Long Range,Ultra Red,Electric,Automatic,117660.87,2024-12-23,2025-01-02,Virginia,323.5,0,96.7,1.5,7,152.9,886
Tesla Cybertruck,Performance,Pearl White,Electric,Automatic,57802.35,2024-07-26,2024-08-19,Massachusetts,378.1,0,67.7,8.2,5,164.5,455
Tesla Model X,Long Range,Ultra Red,Electric,Automatic,123911.32,2025-12-24,2026-02-17,Oregon,310.4,0,71.7,6.5,7,163.6,687
Tesla Roadster,Standard Range,Midnight Silver Metallic,Electric,Automatic,214847.9,2025-05-10,2025-07-11,Washington,545.0,0,62.6,5.8,5,156.2,491
Tesla Cybertruck,Plaid,Red Multi-Coat,Electric,Automatic,71582.63,2024-10-21,2025-01-19,Oregon,487.2,0,81.7,7.0,5,141.0,455
Tesla Roadster,Long Range,Deep Blue Metallic,Electric,Automatic,238308.11,2024-06-01,2024-08-22,California,594.3,0,66.1,6.5,5,145.2,505
Tesla Model Y,Standard Range,Deep Blue Metallic,Electric,Automatic,46971.75,2024-10-13,2025-01-01,California,264.4,0,80.9,9.2,7,164.1,805
Tesla Model S,Long Range,Deep Blue Metallic,Electric,Automatic,83909.74,2025-03-11,2025-04-06,Maryland,324.9,0,95.5,4.3,5,150.2,491
Tesla Model S,Performance,Ultra Red,Electric,Automatic,75278.72,2024-12-07,2025-01-19,Illinois,331.2,0,67.1,0.5,5,147.4,583
Tesla Model 3,Performance,Pearl White,Electric,Automatic,42124.89,2024-05-23,2024-06-06,Colorado,290.0,0,61.7,6.5,5,159.9,640
Tesla Model S,Standard Range,Pearl White,Electric,Automatic,105870.48,2025-11-08,2026-01-17,Maryland,375.2,0,80.7,12.0,5,147.5,473
Tesla Model S,Performance,Red Multi-Coat,Electric,Automatic,94997.88,2025-02-16,2025-04-24,Illinois,360.1,0,83.9,5.3,5,167.3,499
Tesla Cybertruck,Standard Range,Pearl White,Electric,Automatic,51635.84,2024-07-19,2024-10-10,Virginia,385.3,0,62.5,7.7,5,144.2,489
Tesla Cybertruck,Long Range,Stealth Grey,Electric,Automatic,58090.5,2024-08-02,2024-08-08,Connecticut,274.6,0,90.5,9.0,5,159.7,510
Tesla Model 3,Long Range,Solid Black,Electric,Automatic,50936.49,2025-08-23,2025-09-03,California,293.7,0,81.5,11.2,5,148.8,599
Tesla Model Y,Performance,Deep Blue Metallic,Electric,Automatic,63515.49,2024-11-29,2024-12-07,New Jersey,283.1,0,82.3,6.3,7,154.2,868
Tesla Cybertruck,Plaid,Midnight Silver Metallic,Electric,Automatic,63630.62,2025-10-27,2025-12-08,Washington,291.2,0,63.5,8.6,5,161.2,462
Tesla Cybertruck,Standard Range,Red Multi-Coat,Electric,Automatic,55486.23,2025-03-04,2025-04-30,Virginia,484.6,0,70.4,8.1,5,167.8,628
Tesla Model X,Performance,Midnight Silver Metallic,Electric,Automatic,125287.4,2025-06-28,2025-09-17,Virginia,324.8,0,78.5,11.7,7,143.0,749
Tesla Model Y,Plaid,Stealth Grey,Electric,Automatic,59747.51,2025-07-06,2025-08-01,Connecticut,311.8,0,69.7,10.1,7,162.9,546
Tesla Cybertruck,Performance,Deep Blue Metallic,Electric,Automatic,56393.48,2024-12-11,2025-03-07,Washington,484.6,0,75.9,8.9,5,166.9,468
Tesla Roadster,Performance,Red Multi-Coat,Electric,Automatic,210185.36,2025-12-01,2026-01-14,Connecticut,477.4,0,88.5,6.3,5,157.0,471
Tesla Model Y,Long Range,Red Multi-Coat,Electric,Automatic,48673.12,2025-06-14,2025-07-28,Colorado,314.6,0,72.4,2.3,7,142.4,625
Tesla Model 3,Standard Range,Midnight Silver Metallic,Electric,Automatic,44720.9,2025-09-28,2025-12-23,California,304.1,0,96.4,3.5,5,155.2,600
Tesla Model X,Plaid,Solid Black,Electric,Automatic,139807.23,2024-05-31,2024-07-31,Illinois,321.4,0,82.9,10.2,7,145.4,753
Tesla Model 3,Plaid,Ultra Red,Electric,Automatic,46886.7,2024-08-24,2024-09-30,Colorado,282.8,0,97.6,2.6,5,151.6,607
Tesla Model X,Plaid,Pearl White,Electric,Automatic,119637.59,2024-12-18,2025-01-16,California,315.2,0,68.7,2.6,7,165.3,691
Tesla Roadster,Standard Range,Ultra Red,Electric,Automatic,200582.18,2024-09-05,2024-11-11,Nevada,563.5,0,97.3,10.8,5,164.7,493
Tesla Cybertruck,Standard Range,Ultra Red,Electric,Automatic,55211.99,2026-02-25,2026-04-22,Colorado,469.9,0,97.7,6.7,5,142.0,633
Tesla Cybertruck,Plaid,Stealth Grey,Electric,Automatic,58840.71,2024-06-20,2024-07-01,Texas,446.1,0,74.1,7.2,5,141.8,554
Tesla Model X,Standard Range,Midnight Silver Metallic,Electric,Automatic,105750.55,2026-03-23,2026-05-26,Maryland,309.9,0,63.4,6.9,7,154.1,578
Tesla Model 3,Performance,Stealth Grey,Electric,Automatic,42320.98,2025-02-13,2025-04-02,Virginia,283.8,0,60.1,11.6,5,161.8,639
Tesla Model Y,Long Range,Deep Blue Metallic,Electric,Automatic,49684.5,2024-09-05,2024-10-08,New Jersey,309.9,0,85.6,4.7,7,142.9,696
Tesla Model Y,Long Range,Deep Blue Metallic,Electric,Automatic,55811.7,2026-01-18,2026-03-27,Oregon,293.3,0,70.7,11.1,7,147.0,769
Tesla Model 3,Performance,Deep Blue Metallic,Electric,Automatic,52346.26,2024-08-26,2024-10-22,California,283.8,0,95.5,1.3,5,143.6,588
Tesla Model 3,Long Range,Stealth Grey,Electric,Automatic,53356.35,2025-04-10,2025-05-06,Connecticut,279.0,0,97.0,1.1,5,166.0,574
Tesla Roadster,Performance,Pearl White,Electric,Automatic,210007.28,2024-05-06,2024-06-18,Oregon,476.7,0,83.4,4.8,5,144.7,444
Tesla Model X,Plaid,Deep Blue Metallic,Electric,Automatic,87292.28,2025-06-24,2025-07-28,California,342.7,0,64.9,3.7,7,156.7,485
Tesla Model S,Performance,Stealth Grey,Electric,Automatic,77316.56,2024-08-04,2024-08-28,California,362.3,0,98.6,6.3,5,141.8,616
Tesla Model X,Performance,Midnight Silver Metallic,Electric,Automatic,93856.3,2024-10-24,2025-01-19,Illinois,338.8,0,72.7,5.7,7,166.7,585
Tesla Roadster,Performance,Deep Blue Metallic,Electric,Automatic,236060.61,2024-04-20,2024-05-27,New Jersey,428.8,0,74.5,5.7,5,165.6,596
Tesla Model Y,Plaid,Stealth Grey,Electric,Automatic,56072.27,2024-12-04,2024-12-15,Connecticut,291.9,0,77.6,0.6,7,153.0,888
Tesla Roadster,Standard Range,Midnight Silver Metallic,Electric,Automatic,248102.18,2024-06-05,2024-07-28,Maryland,503.9,0,85.0,5.2,5,157.3,491
Tesla Cybertruck,Plaid,Pearl White,Electric,Automatic,69545.04,2024-06-24,2024-06-29,Florida,274.4,0,78.7,9.7,5,168.9,570
Tesla Roadster,Performance,Ultra Red,Electric,Automatic,242207.68,2024-10-05,2024-11-25,New Jersey,425.1,0,83.9,7.3,5,150.9,640
Tesla Cybertruck,Standard Range,Midnight Silver Metallic,Electric,Automatic,71030.04,2024-05-24,2024-07-01,New Jersey,303.1,0,74.0,8.7,5,152.2,437
Tesla Model 3,Plaid,Ultra Red,Electric,Automatic,51867.68,2026-01-24,2026-02-07,Connecticut,307.2,0,80.5,10.2,5,147.5,455
Tesla Model X,Performance,Ultra Red,Electric,Automatic,138542.19,2024-08-16,2024-10-05,Colorado,313.7,0,89.2,2.2,7,141.2,863
Tesla Model S,Standard Range,Solid Black,Electric,Automatic,122504.1,2026-02-02,2026-03-09,Virginia,339.2,0,94.9,9.7,5,148.7,464
Tesla Model S,Plaid,Stealth Grey,Electric,Automatic,116325.29,2025-10-06,2026-01-02,Maryland,390.8,0,78.9,1.3,5,149.9,503
Tesla Roadster,Performance,Ultra Red,Electric,Automatic,238612.63,2025-03-20,2025-06-17,Colorado,435.1,0,74.1,2.1,5,166.6,605
Tesla Model X,Plaid,Stealth Grey,Electric,Automatic,113164.81,2025-06-15,2025-08-10,Nevada,341.0,0,64.9,2.7,7,159.9,675
Tesla Model S,Plaid,Red Multi-Coat,Electric,Automatic,118693.59,2025-12-09,2026-02-10,Nevada,403.4,0,67.2,7.7,5,166.3,555
Tesla Model 3,Plaid,Red Multi-Coat,Electric,Automatic,49011.17,2026-03-03,2026-03-20,New York,291.9,0,90.1,2.2,5,144.1,497
Tesla Model 3,Performance,Red Multi-Coat,Electric,Automatic,44728.23,2024-04-02,2024-06-28,New Jersey,316.0,0,72.1,11.3,5,147.1,502
Tesla Model 3,Performance,Ultra Red,Electric,Automatic,51449.41,2025-06-08,2025-08-29,Arizona,300.4,0,83.6,2.5,5,161.3,533
Tesla Cybertruck,Plaid,Stealth Grey,Electric,Automatic,67480.96,2025-06-11,2025-07-03,Arizona,316.4,0,61.2,5.0,5,166.8,532
Tesla Roadster,Plaid,Red Multi-Coat,Electric,Automatic,246127.92,2025-03-29,2025-05-24,Maryland,607.8,0,87.9,7.6,5,145.1,588
Tesla Cybertruck,Long Range,Solid Black,Electric,Automatic,69681.38,2026-01-23,2026-04-19,Florida,461.0,0,95.6,4.4,5,162.8,443
Tesla Model S,Performance,Midnight Silver Metallic,Electric,Automatic,95626.0,2025-06-11,2025-08-25,Virginia,356.2,0,94.2,6.0,5,158.1,444
Tesla Model X,Long Range,Ultra Red,Electric,Automatic,133214.12,2024-10-16,2024-11-01,Florida,331.5,0,88.5,2.0,7,147.1,629
Tesla Model 3,Standard Range,Red Multi-Coat,Electric,Automatic,39221.76,2025-07-29,2025-08-14,New York,305.5,0,87.6,11.5,5,146.4,520
Tesla Model S,Long Range,Solid Black,Electric,Automatic,119378.52,2024-12-30,2025-02-20,Texas,347.4,0,92.8,1.8,5,163.5,546
Tesla Roadster,Standard Range,Ultra Red,Electric,Automatic,215174.4,2024-07-06,2024-08-17,California,506.5,0,99.1,6.8,5,156.0,624
Tesla Model 3,Performance,Red Multi-Coat,Electric,Automatic,40219.21,2024-12-02,2025-02-25,Florida,287.3,0,61.3,7.1,5,143.2,628
Tesla Model X,Plaid,Deep Blue Metallic,Electric,Automatic,131334.66,2025-01-17,2025-01-28,New Jersey,326.2,0,67.2,10.8,7,163.8,776
Tesla Model 3,Standard Range,Stealth Grey,Electric,Automatic,40689.86,2025-06-30,2025-07-25,Massachusetts,296.8,0,92.7,6.1,5,166.5,630
Tesla Model Y,Performance,Deep Blue Metallic,Electric,Automatic,47143.21,2025-07-11,2025-10-04,Massachusetts,313.6,0,62.5,11.8,7,142.6,892
Tesla Model S,Long Range,Red Multi-Coat,Electric,Automatic,81016.82,2026-03-07,2026-05-15,Arizona,392.4,0,95.4,2.6,5,155.4,530
Tesla Model 3,Long Range,Ultra Red,Electric,Automatic,39104.75,2024-07-15,2024-08-07,Maryland,299.9,0,73.1,7.5,5,166.7,612
Tesla Model S,Standard Range,Ultra Red,Electric,Automatic,116542.23,2024-05-10,2024-06-20,New Jersey,401.5,0,87.1,10.2,5,142.4,557
Tesla Model 3,Standard Range,Solid Black,Electric,Automatic,43371.46,2025-08-31,2025-09-20,Washington,316.3,0,76.3,8.9,5,155.6,527
Tesla Model X,Long Range,Ultra Red,Electric,Automatic,133782.28,2024-07-09,2024-09-17,Arizona,327.2,0,65.5,10.8,7,142.8,860
Tesla Cybertruck,Long Range,Ultra Red,Electric,Automatic,67835.43,2025-04-06,2025-04-11,Connecticut,282.8,0,70.8,8.1,5,158.2,649
Tesla Model Y,Plaid,Midnight Silver Metallic,Electric,Automatic,53196.98,2025-09-27,2025-11-29,Nevada,275.9,0,81.7,0.6,7,144.1,594
Tesla Model X,Standard Range,Pearl White,Electric,Automatic,84095.48,2026-02-24,2026-03-24,New Jersey,317.9,0,98.6,5.7,7,142.1,621
Tesla Model X,Standard Range,Midnight Silver Metallic,Electric,Automatic,135003.54,2025-06-10,2025-07-14,Massachusetts,311.4,0,76.2,6.9,7,159.0,810
Tesla Model 3,Plaid,Ultra Red,Electric,Automatic,39831.31,2024-12-16,2025-02-19,Nevada,281.0,0,94.1,2.0,5,156.8,433
Tesla Model 3,Long Range,Stealth Grey,Electric,Automatic,43742.3,2024-09-22,2024-11-21,New York,316.3,0,70.2,10.4,5,149.6,629
Tesla Model Y,Plaid,Pearl White,Electric,Automatic,52289.53,2024-06-27,2024-07-29,Virginia,323.5,0,86.8,11.1,7,163.6,678
Tesla Model 3,Plaid,Stealth Grey,Electric,Automatic,51958.56,2024-06-08,2024-09-01,Arizona,317.0,0,93.4,5.8,5,169.2,445
Tesla Cybertruck,Performance,Deep Blue Metallic,Electric,Automatic,71107.02,2026-01-15,2026-02-20,Connecticut,393.2,0,97.8,5.6,5,165.1,576
Tesla Model X,Plaid,Solid Black,Electric,Automatic,114374.55,2024-11-26,2025-01-27,Florida,331.7,0,96.9,6.4,7,170.0,455
Tesla Model Y,Plaid,Solid Black,Electric,Automatic,46472.08,2024-09-19,2024-10-02,New York,281.9,0,80.5,8.3,7,157.9,741
Tesla Model 3,Performance,Deep Blue Metallic,Electric,Automatic,44102.68,2025-07-18,2025-09-23,Illinois,294.1,0,70.2,11.4,5,146.2,480
Tesla Model Y,Plaid,Deep Blue Metallic,Electric,Automatic,46279.75,2025-02-10,2025-03-04,Massachusetts,262.4,0,74.7,2.2,7,167.5,892
Tesla Model 3,Long Range,Stealth Grey,Electric,Automatic,45861.96,2026-01-18,2026-04-09,Massachusetts,280.9,0,95.5,9.5,5,170.0,525
Tesla Model S,Performance,Pearl White,Electric,Automatic,124355.03,2025-08-25,2025-11-07,Connecticut,345.1,0,68.4,6.1,5,160.6,645
Tesla Model 3,Long Range,Deep Blue Metallic,Electric,Automatic,46987.29,2025-03-14,2025-04-27,Texas,272.2,0,89.4,3.6,5,148.5,451
Tesla Model 3,Plaid,Deep Blue Metallic,Electric,Automatic,48637.26,2025-10-16,2025-11-02,New Jersey,318.6,0,92.4,4.6,5,157.8,634
Tesla Model Y,Long Range,Deep Blue Metallic,Electric,Automatic,62370.68,2025-05-06,2025-06-01,Colorado,307.2,0,77.1,9.1,7,147.9,770
Tesla Model X,Plaid,Pearl White,Electric,Automatic,99607.11,2024-03-26,2024-04-23,Illinois,311.5,0,60.6,8.8,7,163.2,609
Tesla Roadster,Long Range,Ultra Red,Electric,Automatic,226341.78,2024-11-07,2025-01-05,Texas,449.9,0,98.6,9.4,5,140.2,428
Tesla Roadster,Long Range,Midnight Silver Metallic,Electric,Automatic,202894.13,2024-11-04,2024-11-29,Oregon,487.2,0,96.5,4.7,5,152.7,555
Tesla Model 3,Standard Range,Solid Black,Electric,Automatic,47080.1,2024-06-17,2024-09-07,Nevada,273.1,0,97.1,7.6,5,153.1,634
Tesla Roadster,Performance,Red Multi-Coat,Electric,Automatic,233352.17,2025-02-10,2025-05-06,Illinois,605.5,0,61.0,1.7,5,161.5,542
Tesla Model 3,Long Range,Pearl White,Electric,Automatic,39892.81,2024-03-25,2024-04-20,Florida,274.0,0,69.3,1.9,5,142.2,580
Tesla Model S,Long Range,Deep Blue Metallic,Electric,Automatic,77980.91,2025-12-09,2026-01-01,New York,351.1,0,67.7,11.3,5,143.6,645
Tesla Model Y,Plaid,Red Multi-Coat,Electric,Automatic,69450.7,2024-04-04,2024-06-12,Colorado,293.8,0,89.6,4.7,7,147.0,583
Tesla Model 3,Performance,Ultra Red,Electric,Automatic,53742.76,2025-03-21,2025-06-16,Colorado,300.4,0,70.6,10.6,5,147.6,515
Tesla Cybertruck,Plaid,Ultra Red,Electric,Automatic,61147.14,2025-03-10,2025-05-18,Nevada,338.2,0,89.0,3.5,5,147.0,609
Tesla Roadster,Performance,Ultra Red,Electric,Automatic,211082.64,2025-12-01,2025-12-17,Illinois,427.2,0,91.4,6.1,5,169.4,608
Tesla Model X,Plaid,Red Multi-Coat,Electric,Automatic,83568.58,2026-02-06,2026-03-17,Maryland,326.1,0,95.2,5.5,7,160.1,641
Tesla Model S,Long Range,Red Multi-Coat,Electric,Automatic,124937.71,2024-07-05,2024-08-13,Oregon,367.7,0,74.5,5.5,5,168.9,623
Tesla Model 3,Performance,Midnight Silver Metallic,Electric,Automatic,46740.14,2024-03-26,2024-05-11,Maryland,294.9,0,81.2,1.3,5,157.9,449
Tesla Roadster,Plaid,Stealth Grey,Electric,Automatic,247930.34,2025-02-08,2025-03-10,Illinois,423.0,0,69.8,8.1,5,147.3,559
Tesla Model S,Standard Range,Solid Black,Electric,Automatic,86848.13,2024-10-24,2024-12-11,Maryland,328.5,0,72.9,10.1,5,166.7,519
Tesla Roadster,Standard Range,Midnight Silver Metallic,Electric,Automatic,236890.21,2025-03-25,2025-05-21,Colorado,588.4,0,77.9,9.1,5,143.0,483
Tesla Model 3,Plaid,Stealth Grey,Electric,Automatic,46178.37,2024-09-29,2024-11-02,Virginia,294.8,0,75.1,5.7,5,152.0,441
Tesla Model 3,Long Range,Solid Black,Electric,Automatic,53847.33,2025-11-07,2026-01-03,Connecticut,327.5,0,99.0,10.1,5,150.4,619
Tesla Model S,Plaid,Solid Black,Electric,Automatic,119446.96,2025-12-08,2026-02-03,Illinois,344.4,0,89.5,11.8,5,140.6,530
Tesla Roadster,Standard Range,Stealth Grey,Electric,Automatic,207715.72,2025-01-22,2025-01-27,Arizona,422.2,0,68.0,4.0,5,155.3,645
Tesla Cybertruck,Standard Range,Red Multi-Coat,Electric,Automatic,61154.9,2024-07-06,2024-07-28,Virginia,372.7,0,83.0,11.2,5,144.3,624
Tesla Model Y,Long Range,Midnight Silver Metallic,Electric,Automatic,69126.31,2025-05-29,2025-07-20,Arizona,290.5,0,88.7,6.0,7,146.8,673
Tesla Model S,Long Range,Ultra Red,Electric,Automatic,121872.43,2024-06-10,2024-06-27,Florida,354.3,0,73.5,6.2,5,156.6,453
Tesla Model S,Performance,Midnight Silver Metallic,Electric,Automatic,104744.1,2025-04-12,2025-06-24,Texas,351.9,0,75.8,10.8,5,163.8,601
Tesla Model X,Performance,Deep Blue Metallic,Electric,Automatic,131314.47,2024-03-27,2024-06-01,New York,341.1,0,87.9,3.7,7,149.6,477
Tesla Model 3,Standard Range,Pearl White,Electric,Automatic,42108.52,2025-04-07,2025-04-27,Maryland,315.6,0,83.3,8.5,5,158.3,554
Tesla Cybertruck,Plaid,Deep Blue Metallic,Electric,Automatic,61532.53,2025-08-20,2025-10-06,Florida,378.5,0,64.5,0.6,5,146.6,604
Tesla Model Y,Long Range,Deep Blue Metallic,Electric,Automatic,46485.9,2024-09-12,2024-11-27,Washington,321.6,0,95.8,10.9,7,165.9,555
Tesla Roadster,Performance,Ultra Red,Electric,Automatic,206684.34,2025-03-11,2025-05-30,Colorado,403.7,0,78.9,8.6,5,163.4,645
Tesla Model S,Performance,Pearl White,Electric,Automatic,104734.02,2026-02-21,2026-05-22,Virginia,390.2,0,66.3,6.8,5,158.9,539
Tesla Model S,Performance,Deep Blue Metallic,Electric,Automatic,96970.84,2025-04-06,2025-07-04,Massachusetts,371.4,0,69.9,9.7,5,147.1,535
Tesla Model S,Performance,Solid Black,Electric,Automatic,85772.52,2024-04-19,2024-05-08,Arizona,397.5,0,99.8,7.2,5,168.2,565
Tesla Model 3,Long Range,Ultra Red,Electric,Automatic,52353.01,2025-06-14,2025-08-23,Virginia,318.8,0,83.6,4.7,5,164.9,522
Tesla Model 3,Standard Range,Red Multi-Coat,Electric,Automatic,47039.34,2025-11-26,2025-12-23,Washington,275.9,0,87.7,3.0,5,149.1,551
Tesla Model 3,Standard Range,Pearl White,Electric,Automatic,45248.11,2026-03-09,2026-05-26,Florida,315.7,0,62.4,6.0,5,144.6,468
Tesla Model Y,Plaid,Stealth Grey,Electric,Automatic,51608.45,2024-06-28,2024-07-20,Connecticut,309.9,0,65.7,4.7,7,141.0,737
Tesla Model X,Performance,Ultra Red,Electric,Automatic,87296.53,2024-06-12,2024-06-25,Massachusetts,346.3,0,96.2,6.6,7,156.6,430
Tesla Model 3,Plaid,Midnight Silver Metallic,Electric,Automatic,43503.68,2025-02-01,2025-02-09,Washington,309.5,0,72.9,0.9,5,153.6,599
Tesla Roadster,Standard Range,Red Multi-Coat,Electric,Automatic,200162.91,2024-12-11,2025-01-14,Florida,598.9,0,64.9,7.1,5,147.8,508
Tesla Model S,Plaid,Ultra Red,Electric,Automatic,118047.02,2024-08-26,2024-09-15,Florida,385.1,0,89.7,11.5,5,168.5,640
Tesla Model S,Long Range,Ultra Red,Electric,Automatic,85008.02,2025-11-11,2025-12-26,Maryland,322.9,0,79.4,11.4,5,170.0,471
Tesla Model S,Plaid,Pearl White,Electric,Automatic,114120.77,2026-01-01,2026-03-11,Arizona,398.6,0,94.5,11.5,5,157.3,636
Tesla Model 3,Performance,Solid Black,Electric,Automatic,47722.4,2025-10-22,2025-12-21,Nevada,271.0,0,62.5,9.1,5,143.7,632
Tesla Model 3,Performance,Midnight Silver Metallic,Electric,Automatic,41595.72,2025-07-15,2025-08-05,Massachusetts,283.1,0,84.2,10.2,5,168.3,612
Tesla Model 3,Plaid,Ultra Red,Electric,Automatic,48548.66,2026-03-09,2026-04-13,Texas,320.5,0,85.6,5.2,5,160.4,523
Tesla Roadster,Performance,Ultra Red,Electric,Automatic,222844.2,2024-06-07,2024-08-08,Nevada,470.0,0,80.4,10.6,5,145.9,444
Tesla Cybertruck,Plaid,Stealth Grey,Electric,Automatic,67624.71,2025-08-12,2025-09-12,Nevada,470.8,0,67.0,4.4,5,166.9,564
Tesla Model Y,Performance,Deep Blue Metallic,Electric,Automatic,67755.55,2024-08-12,2024-11-08,Maryland,289.1,0,66.8,6.8,7,147.5,511
Tesla Cybertruck,Standard Range,Ultra Red,Electric,Automatic,76932.15,2025-07-15,2025-08-24,California,284.5,0,72.1,5.7,5,167.6,450
Tesla Model 3,Plaid,Ultra Red,Electric,Automatic,45002.78,2026-02-26,2026-03-10,Illinois,324.0,0,89.1,0.8,5,141.9,533
Tesla Model 3,Plaid,Stealth Grey,Electric,Automatic,43766.83,2025-01-30,2025-04-25,New Jersey,311.9,0,86.3,8.8,5,159.9,451
Tesla Cybertruck,Long Range,Solid Black,Electric,Automatic,50549.59,2024-10-19,2024-10-23,Washington,274.0,0,74.7,9.0,5,159.5,481
Tesla Cybertruck,Long Range,Midnight Silver Metallic,Electric,Automatic,56501.97,2025-12-15,2026-01-20,Massachusetts,365.8,0,70.5,6.6,5,147.1,522
Tesla Cybertruck,Long Range,Stealth Grey,Electric,Automatic,68011.25,2024-10-13,2024-11-02,Nevada,482.6,0,71.6,6.5,5,142.0,552
Tesla Model X,Standard Range,Stealth Grey,Electric,Automatic,125333.58,2024-06-11,2024-08-20,Massachusetts,316.6,0,74.2,7.4,7,151.5,659
Tesla Model Y,Standard Range,Deep Blue Metallic,Electric,Automatic,56995.84,2025-10-26,2026-01-23,Florida,286.9,0,80.7,6.4,7,161.2,508
Tesla Model 3,Plaid,Pearl White,Electric,Automatic,44616.31,2024-05-29,2024-06-15,New Jersey,324.0,0,98.7,0.7,5,168.8,471
Tesla Cybertruck,Standard Range,Stealth Grey,Electric,Automatic,57729.37,2024-04-17,2024-07-10,Texas,257.1,0,84.9,10.1,5,144.6,425
Tesla Model Y,Standard Range,Deep Blue Metallic,Electric,Automatic,60131.23,2025-05-24,2025-07-02,Colorado,323.4,0,67.6,4.9,7,169.5,491
